Src_PLAYER_ID,ActivityMonth,Product,BONUS_COST
15702613,6/30/2021,SportsBook,231
16585558,5/31/2021,SportsBook,40
12767097,1/31/2021,eGaming,19
18254981,2/28/2021,SportsBook,10
16373636,3/31/2021,SportsBook,25
13592646,8/31/2020,eGaming,19
13289932,7/31/2019,eGaming,13
12831694,8/31/2020,SportsBook,30
14520917,12/31/2019,eGaming,3
13383014,2/28/2021,eGaming,9
20478363,6/30/2021,eGaming,114
13486919,4/30/2021,eGaming,30
17170062,9/30/2020,SportsBook,20
13978790,10/31/2020,SportsBook,250
19520012,3/31/2021,eGaming,223
13657531,3/31/2020,SportsBook,130
17122483,9/30/2020,eGaming,29
13847127,3/31/2021,eGaming,200
14476708,2/29/2020,SportsBook,230
12473396,5/31/2020,eGaming,50
12399505,7/31/2019,SportsBook,300
19264040,6/30/2021,eGaming,9
14926749,5/31/2021,eGaming,10
12336260,1/31/2019,eGaming,20
13858522,12/31/2019,eGaming,50
20276266,5/31/2021,eGaming,180
17580703,1/31/2021,eGaming,49
15111457,6/30/2021,eGaming,9
16180461,4/30/2021,eGaming,20
17488577,11/30/2020,eGaming,20
19615248,3/31/2021,SportsBook,148
14928811,8/31/2020,eGaming,105
17580703,4/30/2021,eGaming,10
20181397,5/31/2021,eGaming,210
15361944,4/30/2020,eGaming,100
17592157,10/31/2020,SportsBook,5
13619344,10/31/2019,eGaming,13
17796002,3/31/2021,SportsBook,20
14765661,8/31/2020,eGaming,25
12824106,6/30/2019,eGaming,205
13820160,3/31/2021,SportsBook,5
14617212,12/31/2019,eGaming,63
19609744,3/31/2021,eGaming,40
14957391,2/29/2020,eGaming,13
14936753,2/29/2020,SportsBook,500
17841304,6/30/2021,eGaming,50
13832665,4/30/2020,eGaming,13
17504664,10/31/2020,SportsBook,40
16430812,12/31/2020,eGaming,20
19644877,3/31/2021,SportsBook,75
18953409,2/28/2021,eGaming,16
13093162,5/31/2019,eGaming,12
18806365,5/31/2021,eGaming,75
14934543,2/29/2020,eGaming,10
15118448,4/30/2020,SportsBook,100
12651363,3/31/2019,eGaming,6
13923381,11/30/2019,eGaming,100
15245659,3/31/2020,eGaming,100
14841388,5/31/2020,eGaming,9
13377550,8/31/2019,eGaming,100
13457094,4/30/2020,eGaming,10
13789895,1/31/2021,SportsBook,130
13397134,8/31/2019,eGaming,25
14999032,2/29/2020,eGaming,100
19189055,4/30/2021,eGaming,48
12363635,3/31/2021,eGaming,50
18149070,1/31/2021,SportsBook,10
19884156,4/30/2021,eGaming,40
12592217,6/30/2020,eGaming,20
18686353,2/28/2021,eGaming,60
15725861,1/31/2021,SportsBook,130
20308770,6/30/2021,eGaming,30
19591985,4/30/2021,eGaming,100
13511978,11/30/2019,eGaming,100
12655386,3/31/2019,SportsBook,10
12809369,3/31/2020,eGaming,10
13079832,5/31/2020,SportsBook,200
13781164,11/30/2019,SportsBook,500
17905841,11/30/2020,SportsBook,25
17414755,10/31/2020,SportsBook,5
16462672,3/31/2021,eGaming,119
13447315,10/31/2019,SportsBook,30
12653322,8/31/2020,eGaming,20
13477408,9/30/2019,SportsBook,500
15581860,4/30/2020,eGaming,4
13198562,4/30/2020,eGaming,30
18065929,2/28/2021,eGaming,1011
13262757,12/31/2019,eGaming,4
12987433,8/31/2020,eGaming,29
16794313,3/31/2021,eGaming,9
17139935,9/30/2020,SportsBook,10
14465115,11/30/2019,eGaming,10
13216526,9/30/2020,SportsBook,50
13730523,9/30/2020,eGaming,42
17231604,10/31/2020,eGaming,30
13061916,3/31/2020,eGaming,70
13238483,8/31/2020,eGaming,50
14749384,7/31/2020,eGaming,330
18922101,1/31/2021,eGaming,80
19479923,4/30/2021,eGaming,19
17709815,11/30/2020,eGaming,30
14754494,3/31/2020,SportsBook,155
18128732,12/31/2020,eGaming,85
13025381,5/31/2019,eGaming,10
13024415,6/30/2019,eGaming,1500
13380575,10/31/2019,SportsBook,10
13400496,9/30/2019,SportsBook,250
17623747,12/31/2020,eGaming,50
14939864,2/29/2020,eGaming,1
13693213,12/31/2019,SportsBook,300
18768059,1/31/2021,eGaming,125
17801954,11/30/2020,SportsBook,75
12805085,1/31/2020,eGaming,605
14888191,5/31/2021,eGaming,8
12464274,2/28/2019,eGaming,100
12854004,4/30/2019,SportsBook,30
17872484,11/30/2020,eGaming,25
13623378,1/31/2020,eGaming,15
12442995,1/31/2019,SportsBook,10
13364648,1/31/2021,SportsBook,50
20256928,5/31/2021,eGaming,16
13650298,12/31/2019,SportsBook,24
13244764,5/31/2021,eGaming,28
15761637,5/31/2020,SportsBook,500
17274543,10/31/2020,eGaming,100
12557186,12/31/2020,eGaming,8
12661748,6/30/2020,eGaming,8
20067442,5/31/2021,SportsBook,50
13716805,2/28/2021,eGaming,10
13839751,1/31/2021,SportsBook,13
18028203,3/31/2021,eGaming,70
13520502,9/30/2019,eGaming,10
13793846,11/30/2020,eGaming,50
15391661,4/30/2020,eGaming,10
17568734,2/28/2021,eGaming,100
14811382,5/31/2021,eGaming,130
13843332,11/30/2019,eGaming,6
19721664,5/31/2021,SportsBook,30
13948153,4/30/2020,eGaming,25
14484124,4/30/2020,eGaming,50
13096580,2/29/2020,eGaming,40
12440607,1/31/2019,eGaming,20
14567413,12/31/2019,SportsBook,25
15202936,3/31/2020,eGaming,100
17413796,12/31/2020,SportsBook,141
14961292,2/29/2020,SportsBook,150
13015373,10/31/2019,eGaming,50
14859735,1/31/2020,eGaming,13
15623319,4/30/2020,eGaming,100
12468366,4/30/2019,SportsBook,10
20533350,6/30/2021,eGaming,305
14887976,3/31/2020,eGaming,79
12571016,2/28/2019,SportsBook,600
13286178,3/31/2021,SportsBook,150
12651765,3/31/2020,SportsBook,100
12557250,5/31/2021,SportsBook,200
13846984,1/31/2020,eGaming,5
13198298,2/28/2021,SportsBook,25
18200106,2/28/2021,eGaming,105
20239209,5/31/2021,eGaming,25
15013550,4/30/2020,eGaming,10
13882605,3/31/2021,eGaming,10
13826990,11/30/2019,SportsBook,5
15170593,12/31/2020,eGaming,10
13026373,5/31/2019,SportsBook,5
13174700,4/30/2020,eGaming,13
20699562,6/30/2021,eGaming,105
17196011,2/28/2021,eGaming,20
13062430,7/31/2019,SportsBook,300
17575657,11/30/2020,eGaming,35
12376281,2/28/2019,eGaming,50
14779911,3/31/2020,eGaming,50
18728282,1/31/2021,eGaming,59
12598252,3/31/2019,SportsBook,372
16195793,9/30/2020,SportsBook,6
13249112,11/30/2020,SportsBook,30
17577512,6/30/2021,eGaming,19
12561971,2/28/2019,SportsBook,90
15857830,5/31/2020,eGaming,16
13477167,3/31/2021,eGaming,25
13054766,6/30/2021,SportsBook,25
12874873,8/31/2020,SportsBook,20
15199367,3/31/2020,eGaming,25
18572864,3/31/2021,eGaming,50
13401161,10/31/2020,eGaming,19
12406223,11/30/2019,SportsBook,10
12730591,7/31/2020,SportsBook,50
15185240,8/31/2020,eGaming,20
15537715,4/30/2020,eGaming,4
16422511,9/30/2020,eGaming,50
13872719,4/30/2021,eGaming,19
14518020,10/31/2020,SportsBook,60
12576369,12/31/2019,eGaming,89
13182327,12/31/2020,eGaming,10
14733189,11/30/2020,SportsBook,40
16184618,6/30/2020,SportsBook,20
17563721,4/30/2021,eGaming,80
14686802,3/31/2020,eGaming,145
18773226,2/28/2021,eGaming,50
15828498,5/31/2020,eGaming,400
16561985,2/28/2021,eGaming,30
15076226,6/30/2020,SportsBook,50
12801926,11/30/2019,eGaming,30
13381394,11/30/2020,SportsBook,100
15072378,3/31/2020,eGaming,100
18624953,5/31/2021,eGaming,20
12834253,4/30/2019,SportsBook,5
13585593,3/31/2020,eGaming,49
12750669,3/31/2019,SportsBook,10
20188284,5/31/2021,eGaming,125
12464437,10/31/2020,eGaming,29
17517321,11/30/2020,SportsBook,150
16689407,8/31/2020,SportsBook,15
13668451,2/29/2020,eGaming,240
17378566,10/31/2020,SportsBook,500
15072749,3/31/2020,eGaming,100
12771592,4/30/2021,eGaming,50
13020425,5/31/2019,SportsBook,5
20045993,4/30/2021,eGaming,25
14704019,12/31/2020,eGaming,10
13178872,7/31/2020,eGaming,74
19572223,3/31/2021,eGaming,300
13258662,6/30/2021,eGaming,50
14616244,12/31/2019,SportsBook,10
18825312,1/31/2021,SportsBook,500
14481330,3/31/2020,eGaming,60
12582218,1/31/2021,eGaming,50
18070895,12/31/2020,SportsBook,500
14517063,12/31/2019,eGaming,7
17638453,4/30/2021,eGaming,918
18934813,3/31/2021,eGaming,48
13862416,12/31/2019,eGaming,30
18479354,12/31/2020,eGaming,100
20390931,6/30/2021,eGaming,150
20474766,6/30/2021,eGaming,277
19018897,6/30/2021,eGaming,4
15627567,4/30/2020,eGaming,25
15029377,2/29/2020,eGaming,100
13511847,11/30/2019,eGaming,18
13696130,3/31/2020,SportsBook,51
12788612,4/30/2019,eGaming,10
13312515,8/31/2020,SportsBook,100
16395848,12/31/2020,eGaming,30
13520713,9/30/2019,eGaming,13
17899601,11/30/2020,eGaming,25
13218811,1/31/2021,eGaming,100
18647628,1/31/2021,eGaming,50
12855946,9/30/2020,eGaming,99
14782392,5/31/2021,eGaming,20
12767864,4/30/2019,SportsBook,10
13301364,12/31/2019,eGaming,62
12468012,4/30/2021,eGaming,9
20665392,6/30/2021,eGaming,25
13905440,4/30/2020,eGaming,25
14788796,2/29/2020,SportsBook,50
15222051,3/31/2020,eGaming,134
13399044,8/31/2019,eGaming,100
12549970,10/31/2020,eGaming,60
14630894,8/31/2020,eGaming,50
15932925,9/30/2020,eGaming,19
15347801,6/30/2020,eGaming,25
15166703,4/30/2021,eGaming,200
15884721,5/31/2020,eGaming,48
13281859,12/31/2020,eGaming,49
13423793,9/30/2020,eGaming,100
13461070,9/30/2019,eGaming,150
12984638,3/31/2020,eGaming,10
13823867,11/30/2019,eGaming,100
17466950,10/31/2020,SportsBook,10
13632468,7/31/2020,SportsBook,50
17855241,11/30/2020,eGaming,255
13024204,9/30/2019,eGaming,63
13222251,12/31/2020,SportsBook,30
15151810,3/31/2020,eGaming,900
18975192,3/31/2021,eGaming,20
15894517,5/31/2020,eGaming,80
19298713,6/30/2021,eGaming,29
12366424,5/31/2021,eGaming,20
17465377,2/28/2021,eGaming,20
12651765,9/30/2020,SportsBook,400
13371113,2/28/2021,SportsBook,150
14508780,11/30/2020,eGaming,10
14610657,12/31/2019,eGaming,150
20118910,5/31/2021,SportsBook,26
13390841,4/30/2020,eGaming,70
13036432,10/31/2020,SportsBook,25
13144758,11/30/2020,eGaming,40
18487061,1/31/2021,eGaming,50
14549172,8/31/2020,SportsBook,150
14985313,2/29/2020,eGaming,98
19604549,3/31/2021,eGaming,16
20178110,5/31/2021,eGaming,84
12832070,10/31/2020,eGaming,30
17562496,3/31/2021,eGaming,50
12818730,12/31/2020,SportsBook,250
12496280,2/28/2019,eGaming,19
12648721,3/31/2019,eGaming,83
16489793,7/31/2020,SportsBook,12
20216658,5/31/2021,eGaming,389
13269571,1/31/2020,eGaming,689
18348839,12/31/2020,SportsBook,50
13897652,1/31/2021,eGaming,100
14783918,7/31/2020,eGaming,50
19594724,3/31/2021,SportsBook,10
16000704,5/31/2021,eGaming,70
17920722,11/30/2020,eGaming,90
13226868,7/31/2019,eGaming,5
17928560,11/30/2020,SportsBook,100
15351542,4/30/2020,eGaming,13
15737968,2/28/2021,SportsBook,50
17783020,11/30/2020,eGaming,906
16841472,2/28/2021,eGaming,60
13361457,8/31/2020,eGaming,60
13052389,7/31/2020,eGaming,30
14849779,3/31/2021,eGaming,10
13761570,12/31/2019,SportsBook,100
14572150,6/30/2021,eGaming,50
13677149,10/31/2019,SportsBook,500
15241774,3/31/2020,eGaming,100
17877851,3/31/2021,SportsBook,5
19092961,2/28/2021,eGaming,450
13422300,9/30/2019,eGaming,99
19066632,2/28/2021,eGaming,355
16546485,5/31/2021,eGaming,5
17575354,10/31/2020,eGaming,30
19688715,4/30/2021,eGaming,330
13905964,9/30/2020,eGaming,50
16744637,6/30/2021,eGaming,19
17740126,11/30/2020,SportsBook,30
20116915,5/31/2021,eGaming,215
14882290,2/28/2021,eGaming,15
13827578,12/31/2019,SportsBook,100
19755404,4/30/2021,eGaming,575
13082037,11/30/2019,eGaming,524
13024204,1/31/2020,eGaming,598
14741076,1/31/2020,SportsBook,360
18100685,3/31/2021,eGaming,50
18877392,1/31/2021,eGaming,100
19159593,5/31/2021,eGaming,10
14673565,3/31/2020,eGaming,39
13703566,12/31/2020,eGaming,30
15699412,5/31/2020,eGaming,20
12763959,4/30/2019,SportsBook,600
17111622,9/30/2020,eGaming,50
13162008,4/30/2020,SportsBook,20
13238293,7/31/2019,eGaming,25
12398005,2/28/2019,SportsBook,50
15304920,3/31/2020,eGaming,13
14728453,3/31/2020,eGaming,79
15327810,4/30/2020,eGaming,100
17094909,9/30/2020,eGaming,230
12766982,4/30/2019,SportsBook,10
12806426,3/31/2020,eGaming,20
19948180,5/31/2021,eGaming,49
13728700,3/31/2021,eGaming,12
18066537,11/30/2020,eGaming,40
18931285,5/31/2021,eGaming,20
14663893,12/31/2019,eGaming,30
13489182,2/29/2020,SportsBook,25
12486641,1/31/2020,eGaming,404
17481798,10/31/2020,eGaming,130
17226574,10/31/2020,eGaming,130
15006821,7/31/2020,SportsBook,50
12600895,2/28/2019,eGaming,50
15857221,5/31/2020,eGaming,200
13339988,5/31/2021,SportsBook,80
15541788,4/30/2020,eGaming,20
13857256,8/31/2020,eGaming,400
13919975,6/30/2020,SportsBook,100
16821430,2/28/2021,eGaming,60
14884033,6/30/2020,eGaming,60
17487861,11/30/2020,eGaming,130
12400667,11/30/2020,eGaming,9
13461830,9/30/2019,SportsBook,500
19037459,2/28/2021,eGaming,95
18225080,12/31/2020,eGaming,146
12426924,8/31/2020,eGaming,75
16141451,9/30/2020,eGaming,20
13011774,2/28/2021,eGaming,285
13770486,10/31/2019,eGaming,4
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
