src_player_id,ActivityMonth,Product,SubProduct,ActivePlayerDays,Bet_Amount,Win_Amount,Gross_Win,Net_Gross_Win
17931626,12/31/2020,SportsBook,Prematch,1,3,0,3,3
12696545,6/30/2020,SportsBook,Prematch,5,114,89,25,21
14856774,7/31/2020,SportsBook,Livebook,12,3452,1341,2111,1774
13826619,11/30/2019,SportsBook,Livebook,12,241,274,-34,-28
19225759,3/31/2021,eGaming,Table Games,4,276,183,94,79
17849913,12/31/2020,SportsBook,Prematch,4,122,423,-301,-253
13746872,1/31/2021,Lotto,Lotto,3,340,228,112,94
12497026,2/28/2019,SportsBook,Livebook,1,60,125,-65,-55
15815025,9/30/2020,eGaming,Non Table Games,11,30120,30680,-560,-470
13916532,11/30/2019,SportsBook,Livebook,1,10,40,-30,-25
15228190,12/31/2020,SportsBook,Prematch,23,54,0,54,45
12840882,11/30/2020,eGaming,Non Table Games,2,49,20,29,24
17617752,5/31/2021,Lottery,LuckyX,24,370,342,27,23
13309683,10/31/2020,SportsBook,Prematch,2,130,0,130,109
14915451,8/31/2020,SportsBook,Prematch,1,2,0,2,2
19229663,4/30/2021,eGaming,Non Table Games,20,55670,51685,3976,3340
16181627,5/31/2021,eGaming,Non Table Games,8,1767,1533,234,196
14698036,1/31/2020,SportsBook,Prematch,21,1194,1386,-192,-161
14824979,2/28/2021,eGaming,Non Table Games,1,58,32,26,22
19154773,2/28/2021,eGaming,Non Table Games,2,240,192,48,41
14595208,8/31/2020,SportsBook,Livebook,5,211,250,-39,-33
17660660,3/31/2021,SportsBook,Prematch,1,20,28,-8,-6
13434450,9/30/2020,eGaming,Non Table Games,2,316,276,40,34
13015436,6/30/2021,SportsBook,Livebook,8,641,539,102,86
13414669,8/31/2019,eGaming,Non Table Games,1,2477,3637,-1161,-975
12463902,12/31/2019,SportsBook,Prematch,10,471,532,-21,-18
18036928,2/28/2021,SportsBook,Livebook,2,108,106,2,2
18741148,1/31/2021,eGaming,Non Table Games,10,11295,11355,-60,-50
13882932,12/31/2019,eGaming,Non Table Games,15,2303,2157,142,119
12465531,2/28/2019,eGaming,Table Games,2,15,0,15,13
17408147,3/31/2021,SportsBook,Prematch,6,93,93,0,0
13131318,7/31/2019,eGaming,Non Table Games,3,0,0,0,0
18150484,4/30/2021,eGaming,Non Table Games,18,1345,1127,204,171
13307882,5/31/2020,SportsBook,Prematch,3,1230,0,1200,1008
12587354,4/30/2021,eGaming,Non Table Games,14,5280,5490,-209,-176
15859031,5/31/2020,eGaming,Non Table Games,1,116,38,78,66
19948510,5/31/2021,eGaming,Non Table Games,19,0,0,0,0
19416078,3/31/2021,SportsBook,Prematch,19,645,126,499,419
13913979,11/30/2019,eGaming,Table Games,1,1686,1988,-302,-254
14846318,2/29/2020,eGaming,Non Table Games,12,5583,5377,206,173
18711510,4/30/2021,eGaming,Table Games,1,386,394,-8,-7
15901636,5/31/2021,eGaming,Non Table Games,1,0,0,0,0
19671963,4/30/2021,eGaming,Non Table Games,3,783,883,-100,-84
13584654,9/30/2019,SportsBook,Prematch,2,17,0,17,14
13948956,11/30/2019,SportsBook,Livebook,1,500,0,500,420
19672407,3/31/2021,eGaming,Non Table Games,1,0,0,0,0
12831851,6/30/2019,SportsBook,Prematch,2,506,299,208,174
20204569,5/31/2021,SportsBook,Livebook,7,172,148,24,20
13241133,10/31/2020,eGaming,Non Table Games,5,4627,4556,69,58
13614817,2/29/2020,IVG,IVG,1,1,0,1,1
16316157,7/31/2020,eGaming,Non Table Games,1,44,70,-26,-22
13239670,8/31/2019,SportsBook,Prematch,4,120,195,-75,-63
17638453,6/30/2021,eGaming,Table Games,2,45105,39411,5694,4783
17671693,10/31/2020,SportsBook,Prematch,2,50,0,0,0
18338028,12/31/2020,eGaming,Table Games,2,5,5,0,0
13675727,10/31/2019,SportsBook,Livebook,2,14,0,14,12
16585984,1/31/2021,SportsBook,Livebook,11,606,932,-326,-274
13720962,11/30/2020,SportsBook,Prematch,5,7840,0,0,0
13192528,10/31/2019,eGaming,Non Table Games,3,1049,821,228,191
12617931,2/28/2021,Lotto,Lotto,2,93,56,37,31
13948681,11/30/2020,eGaming,Non Table Games,1,0,0,0,0
13674634,2/28/2021,SportsBook,Livebook,22,349,368,-19,-16
13903723,11/30/2019,SportsBook,Livebook,8,2277,3462,-1185,-996
13363447,7/31/2020,SportsBook,Livebook,5,2753,1698,1055,886
15116582,3/31/2020,eGaming,Non Table Games,2,11522,10675,847,711
16151220,6/30/2020,SportsBook,Livebook,2,796,1281,-485,-408
12358643,1/31/2019,SportsBook,Prematch,3,20,10,10,8
13754554,5/31/2021,SportsBook,Prematch,2,3,0,3,2
13619666,10/31/2019,IVG,IVG,2,22,14,8,7
14736748,1/31/2020,SportsBook,Livebook,2,21,0,21,18
18933805,3/31/2021,Lottery,Next Six,5,415,396,19,16
18014418,12/31/2020,SportsBook,Prematch,9,339,0,339,285
14606534,1/31/2020,eGaming,Non Table Games,7,2268,2132,127,107
13440452,10/31/2020,eGaming,Non Table Games,6,861,748,113,95
18875378,2/28/2021,Lotto,Lotto,1,1,3,-2,-1
17889208,12/31/2020,SportsBook,Livebook,4,488,238,250,210
14704512,1/31/2020,eGaming,Non Table Games,9,10291,9125,1003,842
13366196,8/31/2019,SportsBook,Livebook,6,3377,3045,332,279
19355004,6/30/2021,SportsBook,Prematch,2,8,0,8,7
13899274,1/31/2020,eGaming,Non Table Games,1,169,100,68,57
14727557,5/31/2021,SportsBook,Prematch,3,292,223,69,58
13040095,2/28/2021,SportsBook,Livebook,7,60,13,47,40
18707074,6/30/2021,IVG,IVG,1,15,0,15,13
14553967,12/31/2020,eGaming,Non Table Games,12,14522,16333,-1966,-1651
13613459,4/30/2020,eGaming,Non Table Games,2,8921,8821,100,84
13267856,3/31/2020,SportsBook,Prematch,10,460,791,-311,-261
14979314,3/31/2020,eGaming,Non Table Games,1,0,0,0,0
12874923,5/31/2021,SportsBook,Livebook,27,2331,955,1377,1157
13318545,8/31/2019,eGaming,Non Table Games,1,25,5,20,17
12653046,5/31/2021,SportsBook,Prematch,1,15,0,15,12
18792083,4/30/2021,eGaming,Non Table Games,3,2031,1953,78,65
13676362,12/31/2020,SportsBook,Livebook,2,130,190,-60,-50
12543701,2/28/2019,SportsBook,Prematch,14,99,15,83,70
12811268,6/30/2020,eGaming,Non Table Games,21,23412,24473,-1084,-910
18447758,3/31/2021,SportsBook,Livebook,24,5567,4841,726,610
13055659,5/31/2021,eGaming,Non Table Games,2,0,0,0,0
18242266,1/31/2021,SportsBook,Prematch,4,125,0,125,105
17983313,2/28/2021,eGaming,Non Table Games,27,0,0,0,0
13820108,1/31/2020,IVG,IVG,1,15,12,3,3
14773231,9/30/2020,eGaming,Non Table Games,25,5351,5068,283,237
18680005,1/31/2021,eGaming,Non Table Games,1,6433,5740,693,582
19125901,2/28/2021,eGaming,Table Games,1,31,0,31,26
20262695,5/31/2021,eGaming,Non Table Games,6,0,0,0,0
12845927,4/30/2020,SportsBook,Prematch,8,174,365,-191,-160
13299648,7/31/2019,SportsBook,Livebook,2,3850,4540,-690,-579
17431555,11/30/2020,SportsBook,Prematch,3,17,1,16,13
15901636,8/31/2020,SportsBook,Prematch,4,247,400,-154,-129
15168611,4/30/2021,eGaming,Non Table Games,30,0,0,0,0
13668596,10/31/2019,SportsBook,Prematch,10,329,719,-390,-328
12399608,1/31/2019,eGaming,Non Table Games,2,915,865,50,42
13422735,9/30/2019,SportsBook,Prematch,8,547,1087,-540,-454
17831645,2/28/2021,SportsBook,Prematch,2,343,0,343,288
14892179,2/29/2020,eGaming,Non Table Games,3,231,127,104,87
12397486,12/31/2019,SportsBook,Livebook,1,132,132,0,0
19610007,3/31/2021,eGaming,Non Table Games,2,538,415,122,103
19668087,3/31/2021,eGaming,Non Table Games,3,0,0,0,0
12743062,4/30/2019,eGaming,Non Table Games,2,299,187,112,94
16267045,7/31/2020,SportsBook,Prematch,24,54,0,52,44
15902131,6/30/2020,SportsBook,Prematch,14,190,91,109,91
15103853,2/28/2021,eGaming,Non Table Games,6,0,0,0,0
12456191,2/28/2021,SportsBook,Prematch,4,21,0,21,17
13091768,2/28/2021,SportsBook,Livebook,9,74,51,23,19
18611637,2/28/2021,eGaming,Non Table Games,2,1076,978,98,82
14904888,3/31/2021,eGaming,Non Table Games,1,133,108,24,21
14535548,12/31/2019,SportsBook,Livebook,3,517,470,47,39
19067443,2/28/2021,Lottery,Next Six,1,6,0,6,5
13793781,10/31/2019,SportsBook,Livebook,2,13212,15937,-2725,-2289
12751616,11/30/2020,eGaming,Non Table Games,1,0,0,0,0
15064667,6/30/2020,SportsBook,Prematch,1,15,0,15,13
17893940,2/28/2021,SportsBook,Livebook,1,10,26,-16,-13
17692812,12/31/2020,eGaming,Non Table Games,1,30,27,3,3
14725467,1/31/2020,SportsBook,Prematch,4,20,0,20,17
17831511,3/31/2021,Lotto,Lotto,9,34,0,34,29
20295028,5/31/2021,eGaming,Non Table Games,2,0,0,0,0
13520930,3/31/2021,SportsBook,Livebook,1,196,0,196,165
14865173,1/31/2021,SportsBook,Livebook,25,362,141,221,185
17637709,6/30/2021,Lotto,Lotto,1,2,0,2,2
12333354,2/28/2019,eGaming,Non Table Games,1,469,379,90,75
14848232,12/31/2020,SportsBook,Prematch,9,39,35,4,3
14790083,2/28/2021,IVG,IVG,1,2,0,2,2
13414206,9/30/2019,SportsBook,Prematch,1,50,0,50,42
13343525,8/31/2019,eGaming,Non Table Games,1,77,52,25,21
15902831,12/31/2020,SportsBook,Prematch,3,805,0,805,677
12334219,1/31/2019,SportsBook,Livebook,7,173,183,-10,-8
12449087,10/31/2019,SportsBook,Livebook,13,578,772,-194,-163
12657799,6/30/2019,SportsBook,Prematch,16,220,57,163,137
12456465,8/31/2020,SportsBook,Prematch,1,25,0,25,21
13002291,5/31/2019,SportsBook,Livebook,6,121,106,15,12
13469075,9/30/2020,SportsBook,Livebook,1,1122,1002,120,101
13032703,11/30/2020,eGaming,Table Games,1,1,0,1,1
17605031,11/30/2020,eGaming,Non Table Games,2,8608,6362,2246,1886
18054313,4/30/2021,SportsBook,Livebook,1,100,0,100,84
16407640,6/30/2021,eGaming,Non Table Games,16,8562,7220,1343,1128
14697512,10/31/2020,eGaming,Non Table Games,23,13998,13429,556,467
17026991,10/31/2020,SportsBook,Prematch,13,867,0,867,728
17276886,9/30/2020,SportsBook,Prematch,2,2,0,2,2
13442858,8/31/2020,eGaming,Non Table Games,3,983,823,158,132
12865745,2/28/2021,SportsBook,Prematch,4,8,0,8,7
14875526,2/28/2021,eGaming,Non Table Games,3,0,0,0,0
13961839,11/30/2019,SportsBook,Livebook,2,20,0,20,17
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
