Src_Player_Id,Signup_Date,acquisition_channel,src_advertiser_id,Gender,Date_Of_Birth,Internal_Player_YN
19631426,3/24/2021 18:39,NA,999999,M ,9/7/1990 0:00,N 
19053847,2/8/2021 12:44,NA,999999,M ,4/8/1981 0:00,N 
20097894,5/2/2021 7:32,NA,999999,M ,10/27/1968 0:00,N 
20816636,7/12/2021 1:47,NA,999999,M ,8/22/2000 0:00,N 
20375873,5/30/2021 16:58,NA,999999,M ,9/24/1985 0:00,N 
19297031,2/25/2021 21:37,NA,999999,M ,8/21/1995 0:00,N 
19173847,2/16/2021 21:30,NA,999999,M ,12/7/2002 0:00,N 
19640748,3/25/2021 15:12,NA,999999,M ,3/25/2003 0:00,N 
12815055,4/13/2019 16:51,NA,999999,M ,12/24/1977 0:00,N 
20688232,6/29/2021 14:00,NA,999999,M ,3/4/1991 0:00,N 
12567169,2/20/2019 15:52,NA,999999,M ,2/25/1998 0:00,N 
19770224,4/5/2021 12:26,NA,999999,M ,3/1/1977 0:00,N 
18677961,1/7/2021 9:10,NA,999999,M ,5/13/2001 0:00,N 
19559523,3/18/2021 18:00,NA,999999,M ,7/3/1977 0:00,N 
20222178,5/14/2021 20:21,NA,999999,M ,6/13/1969 0:00,N 
19298333,2/25/2021 23:19,NA,999999,M ,3/27/1998 0:00,N 
19674078,3/28/2021 12:48,NA,999999,M ,10/25/1987 0:00,N 
12824473,4/15/2019 20:15,NA,999999,M ,12/25/1989 0:00,N 
12593609,2/25/2019 15:12,NA,999999,M ,4/24/1987 0:00,N 
18523699,12/25/2020 23:18,NA,999999,M ,11/11/2002 0:00,N 
12824573,4/15/2019 20:36,NA,999999,M ,6/22/2000 0:00,N 
13027239,5/10/2019 22:41,NA,999999,M ,9/26/1989 0:00,N 
20749517,7/5/2021 11:19,NA,999999,M ,7/9/1999 0:00,N 
12384204,1/14/2019 6:16,NA,999999,M ,11/28/1978 0:00,N 
19057525,2/8/2021 17:39,NA,999999,M ,10/5/2001 0:00,N 
20251021,5/17/2021 11:53,NA,999999,M ,7/3/1987 0:00,N 
13108117,6/2/2019 1:09,NA,999999,M ,7/29/1998 0:00,N 
18752114,1/13/2021 15:40,NA,999999,M ,12/24/2002 0:00,N 
20564930,6/18/2021 18:21,NA,999999,M ,12/31/2001 0:00,N 
13096304,5/29/2019 21:05,NA,999999,M ,8/9/1996 0:00,N 
12805015,4/11/2019 11:06,NA,999999,M ,9/21/1995 0:00,N 
20224490,5/14/2021 23:34,NA,999999,M ,12/6/1955 0:00,N 
20307728,5/23/2021 16:14,NA,999999,M ,3/25/1998 0:00,N 
20606958,6/22/2021 11:26,NA,999999,M ,8/26/2002 0:00,N 
19863701,4/11/2021 20:11,NA,999999,M ,9/15/1998 0:00,N 
19066768,2/9/2021 13:33,NA,999999,M ,12/11/1989 0:00,N 
12589399,2/24/2019 16:22,NA,999999,M ,9/21/1996 0:00,N 
20373654,5/30/2021 11:37,NA,999999,M ,4/16/1989 0:00,N 
13042825,5/15/2019 10:25,NA,999999,M ,11/12/1996 0:00,N 
19195480,2/18/2021 14:15,NA,999999,M ,11/18/2001 0:00,N 
13036681,5/13/2019 17:24,NA,999999,M ,4/8/1993 0:00,N 
20314623,5/24/2021 11:39,NA,999999,M ,4/21/1985 0:00,N 
13079242,5/25/2019 0:28,NA,999999,M ,3/21/1998 0:00,N 
20359648,5/28/2021 20:12,NA,999999,M ,7/9/1997 0:00,N 
12547278,2/16/2019 11:05,NA,999999,M ,5/13/1998 0:00,N 
20047525,4/27/2021 18:21,NA,999999,M ,12/4/2002 0:00,N 
20405161,6/3/2021 7:07,NA,999999,M ,9/27/1965 0:00,N 
20233750,5/15/2021 19:16,NA,999999,M ,1/1/1988 0:00,N 
12416383,1/21/2019 10:20,NA,999999,M ,4/15/2000 0:00,N 
13005592,5/5/2019 18:08,NA,999999,M ,3/8/1968 0:00,N 
13063240,5/20/2019 14:46,NA,999999,M ,9/21/1997 0:00,N 
18807455,1/18/2021 15:24,NA,999999,M ,12/22/1994 0:00,N 
12743878,3/28/2019 14:16,NA,999999,M ,6/15/1988 0:00,N 
12660205,3/12/2019 10:36,NA,999999,M ,5/25/1996 0:00,N 
12352022,1/6/2019 13:38,NA,999999,M ,1/20/1989 0:00,N 
19735146,4/2/2021 15:45,NA,999999,M ,1/16/1990 0:00,N 
13063682,5/20/2019 16:57,NA,999999,M ,6/21/1996 0:00,N 
20487659,6/12/2021 10:02,NA,999999,M ,3/30/1995 0:00,N 
13049045,5/16/2019 21:40,NA,999999,M ,4/21/1999 0:00,N 
20660328,6/26/2021 19:29,NA,999999,M ,6/28/1998 0:00,N 
20328841,5/25/2021 21:19,NA,999999,M ,10/5/2002 0:00,N 
20328352,5/25/2021 20:27,NA,999999,M ,11/21/1978 0:00,N 
19416470,3/7/2021 12:20,NA,999999,M ,2/17/1999 0:00,N 
20572682,6/19/2021 11:24,NA,999999,M ,10/18/2002 0:00,N 
19054808,2/8/2021 14:04,NA,999999,M ,2/8/1998 0:00,N 
19011295,2/4/2021 22:41,NA,999999,M ,1/23/1998 0:00,N 
20209785,5/13/2021 19:40,NA,999999,M ,2/12/1994 0:00,N 
19690425,3/29/2021 20:52,NA,999999,M ,11/12/2000 0:00,N 
20064417,4/29/2021 9:30,NA,999999,M ,12/11/1993 0:00,N 
19460992,3/11/2021 0:23,NA,999999,M ,12/31/2002 0:00,N 
13014280,5/7/2019 20:19,NA,999999,M ,12/22/1997 0:00,N 
20069584,4/29/2021 18:32,NA,999999,M ,11/2/1991 0:00,N 
12625141,3/4/2019 11:03,NA,999999,M ,6/10/1996 0:00,N 
20441074,6/7/2021 12:41,NA,999999,M ,11/13/1989 0:00,N 
12482492,2/5/2019 18:14,NA,999999,M ,12/31/1972 0:00,N 
12569743,2/20/2019 22:40,NA,999999,M ,7/15/1994 0:00,N 
20487917,6/12/2021 10:31,NA,999999,M ,5/24/2003 0:00,N 
12740408,3/27/2019 17:32,NA,999999,M ,7/28/1999 0:00,N 
19339722,3/1/2021 8:52,NA,999999,M ,9/9/1984 0:00,N 
18993172,2/3/2021 12:18,NA,999999,M ,10/17/1994 0:00,N 
13075525,5/23/2019 22:45,NA,999999,M ,6/28/1995 0:00,N 
12654946,3/11/2019 5:02,NA,999999,M ,7/22/1986 0:00,N 
20704250,7/1/2021 1:03,NA,999999,M ,6/11/1987 0:00,N 
12378657,1/12/2019 21:30,NA,999999,M ,6/1/2000 0:00,N 
19271065,2/23/2021 23:11,NA,999999,M ,4/2/1997 0:00,N 
19618439,3/23/2021 14:26,NA,999999,M ,5/15/1992 0:00,N 
12664415,3/13/2019 6:20,NA,999999,M ,8/22/1986 0:00,N 
18597824,12/31/2020 21:45,NA,999999,M ,7/9/2001 0:00,N 
19785276,4/6/2021 16:59,NA,999999,M ,6/11/2001 0:00,N 
12754069,3/30/2019 21:33,NA,999999,M ,6/8/1999 0:00,N 
13002869,5/4/2019 22:37,NA,999999,M ,2/9/1990 0:00,N 
19215254,2/19/2021 21:02,NA,999999,M ,7/26/2002 0:00,N 
19065101,2/9/2021 10:22,NA,999999,M ,3/5/2002 0:00,N 
19570768,3/19/2021 15:46,NA,999999,M ,3/16/2003 0:00,N 
18923188,1/28/2021 14:40,NA,999999,M ,8/3/1987 0:00,N 
12336242,1/2/2019 19:09,NA,999999,M ,2/2/1979 0:00,N 
12592947,2/25/2019 12:19,NA,999999,M ,2/23/1990 0:00,N 
20491732,6/12/2021 17:20,NA,999999,M ,1/25/1993 0:00,N 
12849975,4/22/2019 11:22,NA,999999,M ,7/23/1998 0:00,N 
19170901,2/16/2021 18:28,NA,999999,M ,12/26/1955 0:00,N 
12383071,1/13/2019 21:03,NA,999999,M ,3/6/1993 0:00,N 
19638500,3/25/2021 10:53,NA,999999,M ,1/15/2001 0:00,N 
12691269,3/18/2019 18:31,NA,999999,M ,4/25/1991 0:00,N 
18814804,1/19/2021 10:15,NA,999999,M ,10/1/1975 0:00,N 
13041280,5/14/2019 20:50,NA,999999,M ,2/27/1982 0:00,N 
20597813,6/21/2021 14:21,NA,999999,M ,5/5/1991 0:00,N 
20294066,5/22/2021 4:24,NA,999999,M ,8/8/1990 0:00,N 
18817175,1/19/2021 14:42,NA,999999,M ,6/21/1999 0:00,N 
12825265,4/16/2019 0:03,NA,999999,M ,2/22/2001 0:00,N 
12748247,3/29/2019 15:35,NA,999999,M ,3/10/2001 0:00,N 
12414715,1/20/2019 21:35,NA,999999,M ,5/9/1994 0:00,N 
20366332,5/29/2021 15:09,NA,999999,M ,3/28/2003 0:00,N 
12705921,3/20/2019 19:25,NA,999999,M ,3/15/1999 0:00,N 
12659680,3/12/2019 7:46,NA,999999,M ,9/3/2000 0:00,N 
12794346,4/9/2019 0:25,NA,999999,M ,2/13/1976 0:00,N 
18886810,1/25/2021 9:47,NA,999999,M ,7/3/1999 0:00,N 
12615090,3/2/2019 5:29,NA,999999,M ,1/25/1978 0:00,N 
13026079,5/10/2019 17:35,NA,999999,M ,11/7/1990 0:00,N 
13018059,5/8/2019 18:27,NA,999999,M ,3/24/1988 0:00,N 
18574592,12/29/2020 22:34,NA,999999,M ,4/25/2001 0:00,N 
20617155,6/23/2021 12:03,NA,999999,M ,1/29/1988 0:00,N 
20755285,7/5/2021 21:40,NA,999999,M ,6/13/1976 0:00,N 
20648650,6/26/2021 10:38,NA,999999,M ,4/19/1986 0:00,N 
19601731,3/21/2021 23:06,NA,999999,M ,10/11/1989 0:00,N 
19417238,3/7/2021 13:29,NA,999999,M ,12/15/2000 0:00,N 
20230395,5/15/2021 13:56,NA,999999,M ,5/30/2000 0:00,N 
20814437,7/11/2021 20:45,NA,999999,M ,4/2/2002 0:00,N 
19457215,3/10/2021 19:51,NA,999999,M ,9/24/2002 0:00,N 
20825415,7/12/2021 23:09,NA,999999,M ,6/24/2003 0:00,N 
20332011,5/26/2021 8:20,NA,999999,M ,1/17/1990 0:00,N 
13030409,5/11/2019 19:44,NA,999999,M ,3/16/1997 0:00,N 
20728556,7/3/2021 9:17,NA,999999,M ,4/9/1988 0:00,N 
12817383,4/14/2019 8:23,NA,999999,M ,12/3/1984 0:00,N 
20359535,5/28/2021 20:02,NA,999999,M ,12/10/1991 0:00,N 
13049852,5/17/2019 5:28,NA,999999,M ,1/21/1973 0:00,N 
12582912,2/23/2019 8:43,NA,999999,M ,5/5/1977 0:00,N 
